value_temp,value_hum,value_acid,hour,day_of_year,time
7.742921,106.26214,5.388813,0.31414545,0.9035594,2023-03-27T15:18:14Z
0.29644167,0.14477907,5.0,0.34948537,0.89097,2023-03-27T15:28:14Z
1.99249,117.41025,6.492024,0.19798164,0.893148,2023-03-27T15:38:14Z
0.3046039,0.12029925,5.0,0.37322667,0.8964044,2023-03-27T15:48:14Z
0.2889399,0.13404734,5.0,0.379474,0.89256084,2023-03-27T15:58:14Z
0.34238157,0.20416334,5.0,0.32289115,0.8922987,2023-03-27T16:08:14Z
0.31451106,0.10259395,5.0,0.41464725,0.89286816,2023-03-27T16:18:14Z
2.779805,118.93271,7.680418,0.31736112,0.89933044,2023-03-27T16:28:14Z
0.31999815,0.14667994,5.0,0.3693601,0.89753824,2023-03-27T16:38:14Z
0.28257713,0.1275677,5.0,0.36962125,0.89200073,2023-03-27T16:48:14Z
0.31109655,0.09410949,5.0,0.41355294,0.8975438,2023-03-27T16:58:14Z
0.33479583,0.11565893,5.0,0.39507347,0.90028787,2023-03-27T17:08:14Z
0.2632728,0.13555221,5.0,0.30037972,0.90166813,2023-03-27T17:18:14Z
0.20601259,0.15388894,5.0,0.29758015,0.8956955,2023-03-27T17:28:14Z
0.29965538,0.12102308,5.0,0.3866129,0.8944549,2023-03-27T17:38:14Z
0.3029937,0.11723448,5.0,0.323859,0.89657396,2023-03-27T17:48:14Z
0.26206243,0.20858108,5.0,0.28249925,0.8985715,2023-03-27T17:58:14Z
0.28052327,0.22890343,5.0,0.30759624,0.8868596,2023-03-27T18:08:14Z
0.32012355,0.12489894,5.0,0.3870014,0.90248483,2023-03-27T18:18:14Z
0.25492117,0.17614202,5.0,0.30272096,0.8870095,2023-03-27T18:28:14Z
0.3059341,0.10673152,5.0,0.36133176,0.9021682,2023-03-27T18:38:14Z
0.27183825,0.16943276,5.0,0.31706595,0.90868276,2023-03-27T18:48:14Z
0.32447213,0.17289537,5.0,0.3351351,0.8928534,2023-03-27T18:58:14Z
0.2959078,0.15208769,5.0,0.32647157,0.8912903,2023-03-27T19:08:14Z
1.3680599,101.70511,5.8431444,0.2516525,0.88365144,2023-03-27T19:18:14Z
0.35537437,0.14696263,5.0,0.3445431,0.90900445,2023-03-27T19:28:14Z
0.31191573,0.19514374,5.0,0.30692783,0.9026467,2023-03-27T19:38:14Z
0.30081713,0.10175413,5.0,0.38915902,0.8859745,2023-03-27T19:48:14Z
0.26809755,0.13564911,5.0,0.37281266,0.89107764,2023-03-27T19:58:14Z
0.3056762,0.11239147,5.0,0.41040406,0.8981655,2023-03-27T20:08:14Z
0.22976872,0.1791132,5.0,0.28040484,0.8968021,2023-03-27T20:18:14Z
0.3100441,0.16348615,5.0,0.3800581,0.89493835,2023-03-27T20:28:14Z
0.30080113,0.16548419,5.0,0.38237658,0.90132487,2023-03-27T20:38:14Z
0.27572122,0.16340509,5.0,0.32459533,0.892056,2023-03-27T20:48:14Z
0.286449,0.10815294,5.0,0.3685398,0.8952143,2023-03-27T20:58:14Z
0.3417206,0.19223228,5.0,0.31271526,0.90379673,2023-03-27T21:08:14Z
0.25527447,0.17109257,5.0,0.30614197,0.8988196,2023-03-27T21:18:14Z
-0.16494267,101.24967,7.821474,0.32011408,0.89360046,2023-03-27T21:28:14Z
0.27122235,0.14652361,5.0,0.35537934,0.88741636,2023-03-27T21:38:14Z
0.26551273,0.16223061,5.0,0.33982727,0.89556044,2023-03-27T21:48:14Z
0.28896764,0.14868982,5.0,0.31715104,0.8874645,2023-03-27T21:58:14Z
0.26335067,0.10151709,5.0,0.42038685,0.8821489,2023-03-27T22:08:14Z
0.28416026,0.12490233,5.0,0.35078973,0.89325553,2023-03-27T22:18:14Z
0.25659138,0.15559809,5.0,0.3423611,0.9030536,2023-03-27T22:28:14Z
0.2792623,0.16279282,5.0,0.35221,0.8744425,2023-03-27T22:38:14Z
4.6660695,115.907394,6.3236113,0.36358982,0.8862377,2023-03-27T22:48:14Z
0.2724253,0.12928256,5.0,0.32535928,0.90270257,2023-03-27T22:58:14Z
0.3080833,0.2176222,5.0,0.23715879,0.9084548,2023-03-27T23:08:14Z
0.26638976,0.19628765,5.0,0.31893536,0.89313877,2023-03-27T23:18:14Z
0.2967735,0.1972262,5.0,0.3134591,0.87935346,2023-03-27T23:28:14Z
0.30267298,0.17634876,5.0,0.27733386,0.9133449,2023-03-27T23:38:14Z
0.30914116,0.14219774,5.0,0.36972725,0.89288056,2023-03-27T23:48:14Z
0.31604394,0.10297189,5.0,0.40557808,0.89575684,2023-03-27T23:58:14Z
0.34073725,0.19196989,5.0,0.32381988,0.8906481,2023-03-28T00:08:14Z
0.34791806,0.1498007,5.0,0.38124925,0.894806,2023-03-28T00:18:14Z
0.2952199,0.10483486,5.0,0.3999481,0.88935316,2023-03-28T00:28:14Z
0.3045997,0.13026613,5.0,0.40497953,0.8953893,2023-03-28T00:38:14Z
3.1867588,109.267365,6.4826145,0.37939897,0.8995653,2023-03-28T00:48:14Z
0.3029979,0.12058818,5.0,0.39191788,0.8918355,2023-03-28T00:58:14Z
0.2614635,0.16022356,5.0,0.34859014,0.8652166,2023-03-28T01:08:14Z
0.3053802,0.11928678,5.0,0.38495108,0.8913651,2023-03-28T01:18:14Z
0.2754604,0.19922699,5.0,0.26943827,0.9076799,2023-03-28T01:28:14Z
3.3040059,107.52548,8.659147,0.4028137,0.89629537,2023-03-28T01:38:14Z
8.724826,107.033966,6.574927,0.38773504,0.8943848,2023-03-28T01:48:14Z
0.32816887,0.17350468,5.0,0.3266333,0.9060092,2023-03-28T01:58:14Z
0.28184208,0.121307865,5.0,0.37354192,0.8889872,2023-03-28T02:08:14Z
0.2527867,0.14758758,5.0,0.34091088,0.8874594,2023-03-28T02:18:14Z
0.31963876,0.11944523,5.0,0.3664259,0.90080607,2023-03-28T02:28:14Z
0.30340505,0.16226512,5.0,0.31154802,0.90861744,2023-03-28T02:38:14Z
0.28841496,0.20662867,5.0,0.267887,0.9036417,2023-03-28T02:48:14Z
0.24606003,0.15790349,5.0,0.3422133,0.88467073,2023-03-28T02:58:14Z
0.25769308,0.13955668,5.0,0.3191675,0.87512314,2023-03-28T03:08:14Z
0.32046202,0.14281693,5.0,0.34055558,0.8955398,2023-03-28T03:18:14Z
0.30588892,0.19327028,5.0,0.3004645,0.90416056,2023-03-28T03:28:14Z
3.97445,108.94442,7.544694,0.35902253,0.8985287,2023-03-28T03:38:14Z
0.2793891,0.11423863,5.0,0.40438437,0.8776497,2023-03-28T03:48:14Z
0.29005423,0.12813367,5.0,0.37374505,0.8932626,2023-03-28T03:58:14Z
0.30520847,0.12804481,5.0,0.3755376,0.8962318,2023-03-28T04:08:14Z
0.25976142,0.23472711,5.0,0.2415514,0.91173786,2023-03-28T04:18:14Z
0.27431363,0.22479255,5.0,0.26012254,0.8998683,2023-03-28T04:28:14Z
0.28034186,0.11725416,5.0,0.39370745,0.88975775,2023-03-28T04:38:14Z
0.33281717,0.10767823,5.0,0.38822687,0.9061892,2023-03-28T04:48:14Z
0.28159574,0.15135688,5.0,0.3704929,0.8865794,2023-03-28T04:58:14Z
0.29113373,0.1042802,5.0,0.35269284,0.8922603,2023-03-28T05:08:14Z
0.29127878,0.18877377,5.0,0.35413074,0.8822092,2023-03-28T05:18:14Z
0.30596188,0.11846799,5.0,0.4216845,0.8995962,2023-03-28T05:28:14Z
0.28324667,0.2194537,5.0,0.23095895,0.9049865,2023-03-28T05:38:14Z
7.3137817,115.066574,7.120941,0.337009,0.8910461,2023-03-28T05:48:14Z
0.29760998,0.15635057,5.0,0.34716532,0.8944332,2023-03-28T05:58:14Z
0.32290328,0.1190212,5.0,0.39272025,0.900979,2023-03-28T06:08:14Z
0.3050065,0.18337956,5.0,0.34285393,0.89942944,2023-03-28T06:18:14Z
0.23772445,0.20740373,5.0,0.3154397,0.8933732,2023-03-28T06:28:14Z
0.35186192,0.22337797,5.0,0.2943776,0.9014641,2023-03-28T06:38:14Z
0.33091205,0.108321585,5.0,0.41177127,0.8983626,2023-03-28T06:48:14Z
0.2996703,0.16449243,5.0,0.32475877,0.8902552,2023-03-28T06:58:14Z
0.3233653,0.11607877,5.0,0.42178777,0.89532506,2023-03-28T07:08:14Z
5.0026383,119.44241,6.8698583,0.38658035,0.89719814,2023-03-28T07:18:14Z
0.222799,0.17752613,5.0,0.20656025,0.8906986,2023-03-28T07:28:14Z
0.28867176,0.14983268,5.0,0.38280755,0.8964352,2023-03-28T07:38:14Z
0.26543614,0.1455523,5.0,0.32538834,0.8821003,2023-03-28T07:48:14Z
0.3121345,0.12688543,5.0,0.40705433,0.89183396,2023-03-28T07:58:14Z
0.2842543,0.117752805,5.0,0.36578515,0.8991989,2023-03-28T08:08:14Z
0.31161568,0.12315979,5.0,0.37162593,0.88550043,2023-03-28T08:18:14Z
0.28708425,0.11221962,5.0,0.37956223,0.88298124,2023-03-28T08:28:14Z
0.2797487,0.15204422,5.0,0.3482081,0.8938352,2023-03-28T08:38:14Z
0.34236512,0.1264572,5.0,0.38258177,0.8985612,2023-03-28T08:48:14Z
0.31877458,0.19410117,5.0,0.3330018,0.90413374,2023-03-28T08:58:14Z
0.2807232,0.14326535,5.0,0.39322364,0.8886337,2023-03-28T09:08:14Z
0.3100619,0.12370473,5.0,0.4021675,0.8887681,2023-03-28T09:18:14Z
0.2442,0.1510432,5.0,0.32950974,0.89479846,2023-03-28T09:28:14Z
0.2963098,0.14126098,5.0,0.35187653,0.89536977,2023-03-28T09:38:14Z
0.30461448,0.12623407,5.0,0.37876642,0.8816117,2023-03-28T09:48:14Z
0.32026017,0.18323049,5.0,0.3092904,0.90830433,2023-03-28T09:58:14Z
0.28192753,0.122561924,5.0,0.35438704,0.8934518,2023-03-28T10:08:14Z
0.31697115,0.115839995,5.0,0.44096544,0.8766304,2023-03-28T10:18:14Z
0.3030185,0.1398753,5.0,0.38041666,0.896455,2023-03-28T10:28:14Z
0.3016491,0.1407648,5.0,0.3536392,0.8875254,2023-03-28T10:38:14Z
2.8806157,113.74932,8.084641,0.36331314,0.87190443,2023-03-28T10:48:14Z
0.28156102,0.1165404,5.0,0.3632396,0.8981693,2023-03-28T10:58:14Z
0.32157624,0.14543588,5.0,0.35396826,0.90286493,2023-03-28T11:08:14Z
0.3150525,0.24716046,5.0,0.26936245,0.89266104,2023-03-28T11:18:14Z
0.30350226,0.1603635,5.0,0.32414675,0.88523465,2023-03-28T11:28:14Z
0.31636646,0.14131008,5.0,0.39462987,0.8892683,2023-03-28T11:38:14Z
0.32322058,0.090892285,5.0,0.45723787,0.8962896,2023-03-28T11:48:14Z
0.33361366,0.19327389,5.0,0.301109,0.8978919,2023-03-28T11:58:14Z
0.26160875,0.13134502,5.0,0.33069736,0.8961985,2023-03-28T12:08:14Z
0.2757983,0.141311,5.0,0.33665934,0.894032,2023-03-28T12:18:14Z
0.29087612,0.12782377,5.0,0.36029807,0.9006678,2023-03-28T12:28:14Z
0.25732625,0.17096193,5.0,0.29628667,0.90035963,2023-03-28T12:38:14Z
0.28124523,0.17304885,5.0,0.34011784,0.8799789,2023-03-28T12:48:14Z
0.28063917,0.12827283,5.0,0.36442372,0.8926712,2023-03-28T12:58:14Z
0.2791391,0.167831,5.0,0.318317,0.8968116,2023-03-28T13:08:14Z
0.24060985,0.124915734,5.0,0.33316302,0.8922586,2023-03-28T13:18:14Z
0.23561232,0.21481515,5.0,0.24749158,0.89394355,2023-03-28T13:28:14Z
0.2574614,0.1567855,5.0,0.32002184,0.89155114,2023-03-28T13:38:14Z
0.31609058,0.075365774,5.0,0.44989425,0.8937192,2023-03-28T13:48:14Z
0.28998977,0.1335138,5.0,0.36841828,0.89752805,2023-03-28T13:58:14Z
0.22614194,0.1735509,5.0,0.2413217,0.89594424,2023-03-28T14:08:14Z
1.4054172,114.02107,8.277914,0.39533845,0.89036745,2023-03-28T14:18:14Z
0.337458,0.07527788,5.0,0.41387528,0.89648503,2023-03-28T14:28:14Z
0.26644096,0.17207418,5.0,0.29535052,0.8910941,2023-03-28T14:38:14Z
0.29965526,0.09539803,5.0,0.36815494,0.88694435,2023-03-28T14:48:14Z
0.2542292,0.1868609,5.0,0.27889767,0.90441525,2023-03-28T14:58:14Z
0.2800321,0.1532297,5.0,0.29381102,0.90363646,2023-03-28T15:08:14Z
0.24675138,0.15901692,5.0,0.31620863,0.8946541,2023-03-28T15:18:14Z
0.24068426,0.15971647,5.0,0.25747097,0.9024661,2023-03-28T15:28:14Z
0.30581456,0.17682755,5.0,0.33922657,0.907355,2023-03-28T15:38:14Z
0.28831178,0.13018842,5.0,0.38740715,0.87345076,2023-03-28T15:48:14Z
0.2435544,0.16866411,5.0,0.27000394,0.897849,2023-03-28T15:58:14Z
0.25888652,0.15074542,5.0,0.32039312,0.88471824,2023-03-28T16:08:14Z
0.2657342,0.1325249,5.0,0.3670172,0.89213645,2023-03-28T16:18:14Z
0.28780058,0.13377625,5.0,0.3525231,0.89307564,2023-03-28T16:28:14Z
0.27143723,0.23751183,5.0,0.21710397,0.90882206,2023-03-28T16:38:14Z
0.29782316,0.123374395,5.0,0.38713393,0.8889971,2023-03-28T16:48:14Z
0.31463218,0.09452074,5.0,0.4341261,0.8916697,2023-03-28T16:58:14Z
0.30101982,0.14446782,5.0,0.3762386,0.8890689,2023-03-28T17:08:14Z
0.2559585,0.1573546,5.0,0.33865952,0.8906723,2023-03-28T17:18:14Z
0.29879373,0.16474894,5.0,0.3105005,0.8932454,2023-03-28T17:28:14Z
0.27152866,0.15698898,5.0,0.3113768,0.89511395,2023-03-28T17:38:14Z
0.2640846,0.13792071,5.0,0.33644986,0.89613855,2023-03-28T17:48:14Z
0.29616448,0.12565184,5.0,0.38111156,0.89001685,2023-03-28T17:58:14Z
0.3334283,0.18363096,5.0,0.31617913,0.90895265,2023-03-28T18:08:14Z
0.2805787,0.19135383,5.0,0.33490422,0.89935154,2023-03-28T18:18:14Z
0.31463513,0.16724971,5.0,0.3068601,0.90041184,2023-03-28T18:28:14Z
0.21004899,0.17703153,5.0,0.2848839,0.89389807,2023-03-28T18:38:14Z
8.149701,117.973724,6.034381,0.3485225,0.9005332,2023-03-28T18:48:14Z
0.36540446,0.16277984,5.0,0.39102018,0.8993847,2023-03-28T18:58:14Z
0.31466094,0.16460131,5.0,0.33618766,0.90294456,2023-03-28T19:08:14Z
5.91593,103.77688,7.019639,0.3606004,0.8922378,2023-03-28T19:18:14Z
10.908204,117.646164,7.398255,0.3529706,0.88621587,2023-03-28T19:28:14Z
0.24788417,0.2056851,5.0,0.2840803,0.89724636,2023-03-28T19:38:14Z
0.32402897,0.18260098,5.0,0.2878948,0.9031758,2023-03-28T19:48:14Z
0.25313342,0.14729463,5.0,0.33598852,0.88926244,2023-03-28T19:58:14Z
0.20541082,0.17216246,5.0,0.2837816,0.88600886,2023-03-28T20:08:14Z
4.670862,108.70978,7.3068495,0.24127436,0.9015419,2023-03-28T20:18:14Z
0.3553534,0.11290933,5.0,0.3747024,0.8975396,2023-03-28T20:28:14Z
0.99955004,112.321304,6.4812865,0.2995985,0.89779395,2023-03-28T20:38:14Z
0.26444772,0.156124,5.0,0.3214199,0.8907152,2023-03-28T20:48:14Z
0.28311852,0.12058649,5.0,0.3585839,0.89389277,2023-03-28T20:58:14Z
0.29613245,0.0909304,5.0,0.3966263,0.8866514,2023-03-28T21:08:14Z
0.28526747,0.21487612,5.0,0.19136712,0.90698934,2023-03-28T21:18:14Z
8.378388,107.647766,9.074063,0.3334746,0.8944743,2023-03-28T21:28:14Z
0.2468444,0.19715485,5.0,0.30805597,0.89358324,2023-03-28T21:38:14Z
0.25219238,0.17644021,5.0,0.2852925,0.8963219,2023-03-28T21:48:14Z
0.30874106,0.1010427,5.0,0.39658862,0.8938196,2023-03-28T21:58:14Z
0.24192761,0.14160098,5.0,0.31224412,0.8907809,2023-03-28T22:08:14Z
0.31234917,0.18676265,5.0,0.3398483,0.8986174,2023-03-28T22:18:14Z
7.4956846,103.94912,8.66367,0.37930068,0.8907415,2023-03-28T22:28:14Z
0.2503702,0.15840241,5.0,0.28986827,0.8847889,2023-03-28T22:38:14Z
0.30066442,0.16063793,5.0,0.3340884,0.8872909,2023-03-28T22:48:14Z
0.21772723,0.1787429,5.0,0.2932125,0.89266753,2023-03-28T22:58:14Z
0.25064886,0.13881348,5.0,0.36583215,0.8935057,2023-03-28T23:08:14Z
0.25059497,0.17213538,5.0,0.27185366,0.8999964,2023-03-28T23:18:14Z
0.29913178,0.17668566,5.0,0.33095363,0.8933952,2023-03-28T23:28:14Z
6.8820972,108.2245,6.886261,0.24673933,0.90245223,2023-03-28T23:38:14Z
0.29297864,0.09639722,5.0,0.41190127,0.88888973,2023-03-28T23:48:14Z
1.6783259,114.28637,6.9624104,0.37321258,0.89383155,2023-03-28T23:58:14Z
0.3014367,0.15851131,5.0,0.4053503,0.87567914,2023-03-29T00:08:14Z
0.28238466,0.13447969,5.0,0.35746512,0.8874267,2023-03-29T00:18:14Z
0.32017776,0.17402188,5.0,0.35316202,0.8952513,2023-03-29T00:28:14Z
0.27323595,0.12452631,5.0,0.3615039,0.8864462,2023-03-29T00:38:14Z
0.28690198,0.17529778,5.0,0.30228284,0.90740716,2023-03-29T00:48:14Z
12.688268,108.73091,6.934937,0.38583452,0.89797497,2023-03-29T00:58:14Z
0.16003558,0.21262856,5.0,0.18944617,0.9031473,2023-03-29T01:08:14Z
0.31848,0.1726992,5.0,0.2990907,0.90284836,2023-03-29T01:18:14Z
0.32337934,0.14835596,5.0,0.36152598,0.90153635,2023-03-29T01:28:14Z
0.24214122,0.20731355,5.0,0.25465018,0.87632674,2023-03-29T01:38:14Z
0.25380024,0.20044184,5.0,0.27045435,0.89171517,2023-03-29T01:48:14Z
0.27975094,0.11889587,5.0,0.39129815,0.8807108,2023-03-29T01:58:14Z
0.31911036,0.092967704,5.0,0.4218416,0.8927954,2023-03-29T02:08:14Z
0.33270955,0.1198303,5.0,0.3943418,0.9021057,2023-03-29T02:18:14Z
0.26163036,0.15790714,5.0,0.2926913,0.8953344,2023-03-29T02:28:14Z
0.26600188,0.17643917,5.0,0.3112783,0.8910008,2023-03-29T02:38:14Z
0.31746194,0.10815721,5.0,0.4131428,0.897305,2023-03-29T02:48:14Z
0.3026678,0.14982757,5.0,0.36970702,0.8947737,2023-03-29T02:58:14Z
0.24344748,0.20877294,5.0,0.30557236,0.8892041,2023-03-29T03:08:14Z
0.24897732,0.16215843,5.0,0.2434939,0.90191925,2023-03-29T03:18:14Z
0.2592433,0.12613156,5.0,0.3276074,0.88169193,2023-03-29T03:28:14Z
0.3007498,0.09882667,5.0,0.4245515,0.8987743,2023-03-29T03:38:14Z
0.28983828,0.13234048,5.0,0.4113872,0.89701504,2023-03-29T03:48:14Z
0.30584335,0.13624217,5.0,0.36332968,0.89120084,2023-03-29T03:58:14Z
0.32873687,0.16747798,5.0,0.3576024,0.9002005,2023-03-29T04:08:14Z
0.28222436,0.21010847,5.0,0.27438992,0.90048635,2023-03-29T04:18:14Z
0.26773015,0.16298433,5.0,0.32447878,0.8983412,2023-03-29T04:28:14Z
0.27550822,0.11964381,5.0,0.3489951,0.8989413,2023-03-29T04:38:14Z
0.28242183,0.12690791,5.0,0.35988304,0.8817173,2023-03-29T04:48:14Z
0.30327782,0.101795316,5.0,0.39078525,0.894251,2023-03-29T04:58:14Z
0.26925573,0.11626341,5.0,0.34498864,0.88829935,2023-03-29T05:08:14Z
0.20441586,0.15439808,5.0,0.29389188,0.893358,2023-03-29T05:18:14Z
0.2823059,0.13175339,5.0,0.39211047,0.89165425,2023-03-29T05:28:14Z
0.276878,0.13000901,5.0,0.3953678,0.89673096,2023-03-29T05:38:14Z
0.2802399,0.13167693,5.0,0.35436842,0.89685947,2023-03-29T05:48:14Z
0.25567493,0.14868583,5.0,0.33183122,0.8897233,2023-03-29T05:58:14Z
0.278338,0.15377732,5.0,0.3247464,0.89428407,2023-03-29T06:08:14Z
0.2560182,0.12970315,5.0,0.36521965,0.8854018,2023-03-29T06:18:14Z
0.28376594,0.11636387,5.0,0.32270855,0.8968044,2023-03-29T06:28:14Z
0.3471051,0.17988837,5.0,0.3445954,0.90042746,2023-03-29T06:38:14Z
0.31466347,0.14606151,5.0,0.36036575,0.898596,2023-03-29T06:48:14Z
0.27496174,0.15143545,5.0,0.39318144,0.8787208,2023-03-29T06:58:14Z
0.23685008,0.13330872,5.0,0.31786454,0.90182036,2023-03-29T07:08:14Z
0.23300551,0.14963652,5.0,0.30044705,0.89687175,2023-03-29T07:18:14Z
0.28460196,0.16020384,5.0,0.22830042,0.8840281,2023-03-29T07:28:14Z
0.2811635,0.14786752,5.0,0.30322552,0.8975571,2023-03-29T07:38:14Z
0.2079403,0.19852409,5.0,0.23091489,0.899151,2023-03-29T07:48:14Z
0.30764204,0.13505057,5.0,0.37955135,0.8914472,2023-03-29T07:58:14Z
0.31083378,0.19248837,5.0,0.28798777,0.9037621,2023-03-29T08:08:14Z
0.29663384,0.1437812,5.0,0.38790178,0.8982835,2023-03-29T08:18:14Z
5.815342,115.91042,4.399223,0.37062472,0.9019097,2023-03-29T08:28:14Z
0.28669506,0.10993058,5.0,0.39629218,0.9019209,2023-03-29T08:38:14Z
0.17708452,0.1727238,5.0,0.22195484,0.9097923,2023-03-29T08:48:14Z
0.2876864,0.17670378,5.0,0.2960262,0.89969724,2023-03-29T08:58:14Z
0.25049838,0.16487975,5.0,0.29130146,0.8986484,2023-03-29T09:08:14Z
0.2435988,0.21290053,5.0,0.24876739,0.90806437,2023-03-29T09:18:14Z
0.29068935,0.22608742,5.0,0.19411083,0.90785843,2023-03-29T09:28:14Z
0.30941877,0.14198524,5.0,0.3999433,0.87771213,2023-03-29T09:38:14Z
0.3080128,0.07725665,5.0,0.42502698,0.9051943,2023-03-29T09:48:14Z
0.31455022,0.13889083,5.0,0.3822404,0.88950765,2023-03-29T09:58:14Z
0.33124444,0.18717974,5.0,0.31394863,0.89435834,2023-03-29T10:08:14Z
0.2866647,0.10977387,5.0,0.40138113,0.8950385,2023-03-29T10:18:14Z
0.28578377,0.20018548,5.0,0.2762613,0.8952329,2023-03-29T10:28:14Z
0.33181733,0.15576248,5.0,0.37713066,0.884421,2023-03-29T10:38:14Z
0.28866947,0.14684626,5.0,0.40028068,0.872908,2023-03-29T10:48:14Z
0.27217895,0.13287069,5.0,0.36733702,0.88689137,2023-03-29T10:58:14Z
0.2629776,0.158186,5.0,0.3232618,0.9040444,2023-03-29T11:08:14Z
0.21641485,0.16321585,5.0,0.3086953,0.89058155,2023-03-29T11:18:14Z
0.3158175,0.12299469,5.0,0.367158,0.8950686,2023-03-29T11:28:14Z
0.29832095,0.14982408,5.0,0.36126646,0.90098447,2023-03-29T11:38:14Z
0.25996873,0.1432351,5.0,0.3945224,0.89372015,2023-03-29T11:48:14Z
0.2868245,0.1480851,5.0,0.36870578,0.8770661,2023-03-29T11:58:14Z
0.2604258,0.14079529,5.0,0.37757334,0.89333105,2023-03-29T12:08:14Z
0.1865613,0.20700799,5.0,0.16315112,0.9027544,2023-03-29T12:18:14Z
0.23303288,0.1336496,5.0,0.31935513,0.89668727,2023-03-29T12:28:14Z
0.30809528,0.15292501,5.0,0.39580953,0.87447226,2023-03-29T12:38:14Z
0.2994868,0.20200263,5.0,0.26245937,0.89908683,2023-03-29T12:48:14Z
0.22242832,0.1555431,5.0,0.30015674,0.90544236,2023-03-29T12:58:14Z
0.33032435,0.18226464,5.0,0.35001108,0.90160096,2023-03-29T13:08:14Z
0.29331788,0.13567863,5.0,0.35431767,0.88719726,2023-03-29T13:18:14Z
0.2994457,0.09975145,5.0,0.4123235,0.89376676,2023-03-29T13:28:14Z
0.31062466,0.12811705,5.0,0.34913287,0.8970288,2023-03-29T13:38:14Z
0.25676507,0.14831834,5.0,0.32421547,0.8953563,2023-03-29T13:48:14Z
0.25587213,0.1541377,5.0,0.2832321,0.8961693,2023-03-29T13:58:14Z
0.27236706,0.1446652,5.0,0.35920614,0.8760477,2023-03-29T14:08:14Z
0.26098153,0.13291396,5.0,0.3154926,0.8950694,2023-03-29T14:18:14Z
0.33376878,0.14336129,5.0,0.38718504,0.8958832,2023-03-29T14:28:14Z
0.30892518,0.22865075,5.0,0.30414534,0.9073688,2023-03-29T14:38:14Z
0.32479045,0.17932302,5.0,0.36237127,0.8704225,2023-03-29T14:48:14Z
0.32880765,0.13968594,5.0,0.39272708,0.89181286,2023-03-29T14:58:14Z
0.2962641,0.12799388,5.0,0.38198987,0.88943005,2023-03-29T15:08:14Z
0.27754802,0.11681446,5.0,0.35309854,0.8945433,2023-03-29T15:18:14Z
0.30921614,0.17398961,5.0,0.31132743,0.8969836,2023-03-29T15:28:14Z
4.129831,103.54452,6.952615,0.3471361,0.88738936,2023-03-29T15:38:14Z
0.31894284,0.10075784,5.0,0.4187172,0.8920899,2023-03-29T15:48:14Z
0.293495,0.17304686,5.0,0.35879096,0.88684696,2023-03-29T15:58:14Z
0.3065703,0.18986893,5.0,0.3285115,0.88076115,2023-03-29T16:08:14Z
0.22609411,0.18744418,5.0,0.30051422,0.89428043,2023-03-29T16:18:14Z
0.24493435,0.2275391,5.0,0.22359723,0.91258615,2023-03-29T16:28:14Z
0.26160827,0.11245058,5.0,0.3996758,0.88779193,2023-03-29T16:38:14Z
0.29470798,0.14788859,5.0,0.34135553,0.8835958,2023-03-29T16:48:14Z
0.23920852,0.1577691,5.0,0.28486162,0.9020471,2023-03-29T16:58:14Z
0.26277068,0.22338471,5.0,0.28341636,0.88865906,2023-03-29T17:08:14Z
3.6862962,118.83713,8.01452,0.40073958,0.88978887,2023-03-29T17:18:14Z
0.32325727,0.18853612,5.0,0.30193678,0.8986267,2023-03-29T17:28:14Z
0.29069656,0.09348957,5.0,0.4369554,0.8859433,2023-03-29T17:38:14Z
-0.8450244,115.70015,7.452673,0.36120158,0.8897596,2023-03-29T17:48:14Z
0.29942128,0.21689612,5.0,0.27208596,0.89753,2023-03-29T17:58:14Z
0.3110244,0.14120476,5.0,0.35246298,0.89502317,2023-03-29T18:08:14Z
0.27722755,0.18277425,5.0,0.3288625,0.8940892,2023-03-29T18:18:14Z
0.26350337,0.18709338,5.0,0.30878153,0.8930136,2023-03-29T18:28:14Z
0.32591763,0.10357125,5.0,0.39534187,0.8941392,2023-03-29T18:38:14Z
0.2804352,0.18977913,5.0,0.30457845,0.8941343,2023-03-29T18:48:14Z
0.31211972,0.2233893,5.0,0.24993075,0.90755635,2023-03-29T18:58:14Z
0.31411406,0.21715468,5.0,0.30334887,0.8964698,2023-03-29T19:08:14Z
0.30449766,0.15455388,5.0,0.32400858,0.8989645,2023-03-29T19:18:14Z
0.24192038,0.11549432,5.0,0.3851508,0.89030933,2023-03-29T19:28:14Z
0.2852256,0.15909617,5.0,0.3262962,0.88792855,2023-03-29T19:38:14Z
0.23483446,0.23413539,5.0,0.2699793,0.89267313,2023-03-29T19:48:14Z
0.30245975,0.11978775,5.0,0.39179763,0.8966135,2023-03-29T19:58:14Z
0.28046128,0.113410845,5.0,0.38881075,0.88827395,2023-03-29T20:08:14Z
0.29894033,0.17266819,5.0,0.34549502,0.9019135,2023-03-29T20:18:14Z
0.3315264,0.1583283,5.0,0.3385566,0.89903545,2023-03-29T20:28:14Z
3.5787954,116.10771,6.829665,0.28747752,0.89105767,2023-03-29T20:38:14Z
0.24281463,0.19437699,5.0,0.32949734,0.8859223,2023-03-29T20:48:14Z
0.30474478,0.09845969,5.0,0.4174246,0.8895164,2023-03-29T20:58:14Z
0.3012014,0.122917086,5.0,0.38563576,0.90035665,2023-03-29T21:08:14Z
0.25968477,0.17047775,5.0,0.28170985,0.89758724,2023-03-29T21:18:14Z
